id,ibu
6000,49.8544381624136
6001,34.56770833894335
6002,21.622670672432474
6003,104.02051569526313
6004,46.206623885313014
6005,22.846356598932417
6006,34.19502206617267
6007,34.818007838726324
6008,25.61308187734108
6009,21.307190969421203
6010,64.18206531993985
6011,23.366622845420803
6012,6.187694047937718
6013,39.585124064592605
6014,44.94223078846867
6015,56.736651626420446
6016,46.636237248096656
6017,35.01716839914827
6018,31.614084011540406
6019,36.15664435608648
6020,75.53193713032121
6021,30.665119133214887
6022,45.07429092574637
6023,35.28915872775189
6024,32.03715967242246
6025,55.62324028290793
6026,32.19582257151256
6027,36.71459274389673
6028,37.781425908587956
6029,36.286332559332536
6030,33.38738449433023
6031,29.02333537780209
6032,10.801759110496054
6033,38.00609654896939
6034,24.532693673493316
6035,51.57895062576525
6036,26.396396762026335
6037,50.219638072987365
6038,35.40055777595904
6039,40.719101822697446
6040,38.89347714944992
6041,48.472735278202485
6042,32.780864130887295
6043,48.00557835230679
6044,31.613313698540203
6045,24.646112775373876
6046,49.716273014281214
6047,47.190369012962876
6048,33.64529002770504
6049,27.09208836781935
6050,50.7734941075788
6051,18.917813730200464
6052,25.050154019063953
6053,48.452339582464965
6054,31.364533761969298
6055,30.05601463078071
6056,33.48520573997402
6057,27.188824440335804
6058,29.93989182380787
6059,31.997096505815936
6060,38.71517193129987
6061,16.32776537031122
6062,20.805506255000893
6063,56.22469359506609
6064,32.79130614011468
6065,25.470608257830015
6066,63.953837857243286
6067,26.16578056620927
6068,66.9352062793803
6069,28.055891886714573
6070,21.2085394109429
6071,38.57585119500661
6072,22.61429133220411
6073,7.507844181922842
6074,39.27968944090126
6075,21.734669672105422
6076,30.121508972782614
6077,29.790441024372306
6078,48.922410045330594
6079,24.706498081554972
6080,49.434012678720656
6081,71.92132343411586
6082,59.722385381470765
6083,70.98730878717339
6084,44.24905641445825
6085,3.56542874227587
6086,41.13398264108798
6087,40.72182914555685
6088,29.83690930806504
6089,22.837751506050207
6090,36.93470695004626
6091,36.527019687473995
6092,61.89008227032985
6093,37.74617195340024
6094,54.221986470151094
6095,13.023619696470288
6096,28.758197703138052
6097,19.649072632380534
6098,43.229543254644376
6099,33.337636968799615
6100,29.822095745716485
6101,30.18099922148172
6102,35.94582895552047
6103,19.664826366482387
6104,38.31132653187928
6105,22.93318008592713
6106,66.82330881284406
6107,38.73229054776587
6108,43.58424880865893
6109,40.97433682846717
6110,59.02866569922753
6111,27.845139379371073
6112,64.77196963569284
6113,52.16086535687082
6114,91.57967501641386
6115,48.08907291680903
6116,50.30519937501688
6117,28.70382714064851
6118,40.260532115983956
6119,12.57522686743486
6120,33.06077940781328
6121,38.416660346668806
6122,36.122241724838155
6123,29.1770790054695
6124,53.460735650621956
6125,24.673229898587582
6126,38.84168099296651
6127,77.87898765286226
6128,15.27956107292356
6129,29.906208586759853
6130,46.179513778340116
6131,24.589016488759423
6132,89.1546481197239
6133,65.65732992425872
6134,24.910124130635342
6135,17.91137474535775
6136,41.07662066278037
6137,32.61281649839642
6138,28.117070483881566
6139,12.065079869833113
6140,61.7257060080038
6141,34.408516269114656
6142,34.99536309893478
6143,20.004684434401796
6144,42.51582684535142
6145,37.99906484116171
6146,63.41707792661286
6147,39.950507075779946
6148,81.44432911545398
6149,23.89638245539489
6150,17.837519866887515
6151,44.002041382087285
6152,42.9299099637927
6153,39.04990876638695
6154,36.35240733332773
6155,10.52422920620456
6156,74.37267913878803
6157,17.12161710187657
6158,15.121829371378706
6159,90.15231694244252
6160,31.185486896323994
6161,42.21611441783971
6162,36.495860417849336
6163,49.57971345144878
6164,32.97901129942572
6165,61.560081531097254
6166,24.794252168522778
6167,32.852062457702196
6168,24.28649815397978
6169,30.57943403462515
6170,43.82540671043514
6171,22.339943112642946
6172,55.09465640809699
6173,14.710876730581347
6174,32.30402513185511
6175,2.1641235130307948
6176,44.19872456549094
6177,51.31206074697
6178,27.41963998908436
6179,43.90649320766827
6180,53.15877017378779
6181,97.31256674597341
6182,67.98249336154603
6183,58.2250456257931
6184,62.7005759502975
6185,53.786860967098505
6186,35.59922802185681
6187,52.453992576873745
6188,55.81580378481403
6189,37.0974819852111
6190,54.070195332790284
6191,27.07266138585799
6192,34.98424865630759
6193,56.29032266117358
6194,44.240208656960476
6195,50.236167623172854
6196,18.162105482079014
6197,12.437843413257852
6198,27.49670352931136
6199,29.916814515568657
6200,17.758386676826326
6201,68.20876435246507
6202,43.607392359694806
6203,19.44041067143123
6204,41.82320331347908
6205,54.0541780743506
6206,55.250072170578996
6207,76.36868177090716
6208,36.35527852232041
6209,75.76444097724348
6210,39.74805854869337
6211,77.65163351164102
6212,37.97848870731172
6213,37.592899239958605
6214,47.49204439060422
6215,55.3135557923172
6216,32.67284374593916
6217,76.1873211012066
6218,38.81266133659839
6219,91.65383711641164
6220,40.298002259320945
6221,63.884700390937546
6222,28.56414409855021
6223,35.75956114091147
6224,72.1945700557746
6225,13.982571165896012
6226,24.74446496647031
6227,13.997452317841269
6228,12.849577770927421
6229,23.946050154787272
6230,65.23848619604509
6231,34.24427146476509
6232,65.98316172196479
6233,50.985523279974174
6234,35.512586418346515
6235,29.80221710383965
